TransID,Date,AprCode,EmployeeID,StdRate,EmployeeName,Hours,CostCode,Description,BilledAmt,Comments
46333,2012-10-16,110,3,150,Ahmad Haas,1,190,ERP - Production Support,150,ERP - Production Support
46334,2012-10-16,110,3,150,Ahmad Haas,1,190,ERP - Production Support,150,ERP - Production Support
46343,2012-10-16,110,30,300,Abigail Dickson,1,215,CRM - Build Phase,300,CRM - Build Phase
46350,2012-10-16,110,67,300,Triston Hurley,2.5,215,CRM - Build Phase,750,CRM - Build Phase
46355,2012-10-16,110,18,300,Jazmin Marks,0.5,410,AppDev - Technical Spec,150,Develop Technical Specifications
46359,2012-10-16,110,34,150,Ashtyn Andrade,2,410,AppDev - Technical Spec,300,Develop Technical Specifications
46370,2012-10-16,110,26,150,Nathalia Hayden,2,450,BI - Envisioning,300,BI - Envisioning
46372,2012-10-16,110,37,150,Bianca Hardin,1,450,BI - Envisioning,150,SharePoint web parts and site template functionality review
46373,2012-10-16,110,14,150,Izabella Sellers,4,452,BI - Infrastructure,600,Process review meeting with business decision makers accounting team
46379,2012-10-16,110,63,150,Nicolas Santos,3,456,BI - Testing,450,BI - Acceptance Testing
46388,2012-10-16,110,63,150,Nicolas Santos,2,457,BI - Integration,300,"Meeting  Petrov and Hillary Bloom to create project plan, update project plan"
46389,2012-10-16,110,28,750,Trent Yates,1.5,458,BI - Quality,1125,BI - Reporting Build Phase
46394,2012-10-16,110,55,150,Lana Munoz,2,458,BI - Quality,300,BI - Reporting Build Phase
46397,2012-10-16,110,43,300,Eugene Ritter,1,458,BI - Quality,300,BI - Reporting Build Phase
46421,2012-10-17,110,33,600,Areli Davenport,0.5,190,ERP - Production Support,300,ERP - Production Support
46425,2012-10-17,110,66,300,Samuel Mckee,1,190,ERP - Production Support,300,ERP - Production Support
46428,2012-10-17,110,3,150,Ahmad Haas,2,190,ERP - Production Support,300,Review monthly table and SSRS report  in preparation for design work
46429,2012-10-17,110,3,150,Ahmad Haas,0.5,190,ERP - Production Support,75,ERP - Production Support
46442,2012-10-17,110,67,300,Triston Hurley,1,215,CRM - Build Phase,300,CRM - Build Phase
46454,2012-10-17,110,17,150,Jayvion Parrish,2,425,AppDev - Testing,300,AppDev-Testing
46457,2012-10-17,110,12,900,Finley Salazar,1,430,AppDev - Quality,0,AC2012
46459,2012-10-17,110,26,150,Nathalia Hayden,2,450,BI - Envisioning,300,Meeting with Heather over NAV work
46461,2012-10-17,110,16,450,Jair Donovan,1.5,452,BI - Infrastructure,675,GL Module data warehouse financial data validations
46466,2012-10-17,110,26,150,Nathalia Hayden,3.5,456,BI - Testing,525,update GL Details SSIS package to utilize requirements received from Stephanie
46467,2012-10-17,110,63,150,Nicolas Santos,1,456,BI - Testing,150,Study K2 Appit expense claims example
46474,2012-10-17,110,47,300,Joseph Garrison,2,457,BI - Integration,600,BI - SSIS Package Design
46475,2012-10-17,110,47,300,Joseph Garrison,1,457,BI - Integration,300,"Meeting to further define scope around Revenue by Store, reported revenue, and resource group mapping with key business decision maker"
46478,2012-10-17,110,28,750,Trent Yates,0.5,458,BI - Quality,375,BI - Reporting Build Phase
46489,2012-10-17,110,43,300,Eugene Ritter,2,458,BI - Quality,600,research and reply on issues with P&L report
46499,2012-10-17,110,13,300,Hector Sanders,0.5,495,App Dev - Project Management,150,App Dev - Project Management
46516,2012-10-18,110,33,600,Areli Davenport,3,190,ERP - Production Support,1800,Job Drop off parameters modifications on Production schedule reports and validations
46522,2012-10-18,110,66,300,Samuel Mckee,2,190,ERP - Production Support,600,ERP - Production Support
46523,2012-10-18,110,66,300,Samuel Mckee,3,190,ERP - Production Support,900,ERP - Production Support
46527,2012-10-18,110,3,150,Ahmad Haas,1,190,ERP - Production Support,150,ERP - Production Support
46545,2012-10-18,110,34,150,Ashtyn Andrade,3.5,410,AppDev - Technical Spec,525,Develop Technical Specifications
46546,2012-10-18,110,2,150,Adyson Herring,3.5,410,AppDev - Technical Spec,525,Meeting  and client about Reporting
46553,2012-10-18,110,35,150,Azaria Andersen,1,425,AppDev - Testing,150,Package merge and insert statements revisions and validations
46555,2012-10-18,110,9,150,Donavan Fritz,2.5,430,AppDev - Quality,0,AC2012
46557,2012-10-18,110,2,150,Adyson Herring,0.5,435,AppDev - Documentation,75,AppDev-User Guide/Document
46569,2012-10-18,110,68,750,Walter Conner,2,453,BI - Build,1500,BI - Budgeting Build Phase
46571,2012-10-18,110,26,150,Nathalia Hayden,0.5,456,BI - Testing,75,BI - Acceptance Testing
46578,2012-10-18,110,28,750,Trent Yates,2,458,BI - Quality,1500,Meeting with client to discuss UPS Shipping
46598,2012-10-18,110,14,150,Izabella Sellers,2,495,App Dev - Project Management,300,App Dev - Project Management
46610,2012-10-19,110,66,300,Samuel Mckee,1.5,190,ERP - Production Support,450,ERP - Production Support
46622,2012-10-19,110,30,300,Abigail Dickson,1,215,CRM - Build Phase,300,CRM - Build Phase
46629,2012-10-19,110,13,300,Hector Sanders,4,405,AppDev - Business Requirements,1200,Write query for Escalated Case report
46633,2012-10-19,110,9,150,Donavan Fritz,1.5,415,AppDef - Application Model,225,AppDef-Object Model
46636,2012-10-19,110,2,150,Adyson Herring,2,420,AppDev - Build,300,Call  - discussion on pulling actuals from AX to Analysis Services. Identifying the issue. Call with PM to discuss the new loaded data and following steps for Analysis Services implementation.
46642,2012-10-19,110,47,300,Joseph Garrison,0.5,450,BI - Envisioning,150,working on issues with Dashboards
46650,2012-10-19,110,68,750,Walter Conner,2,452,BI - Infrastructure,1500,BI - Configure Database
46655,2012-10-19,110,47,300,Joseph Garrison,2,456,BI - Testing,600,BI - Acceptance Testing
46663,2012-10-19,110,55,150,Lana Munoz,2,458,BI - Quality,300,BI - Reporting Build Phase
46709,2012-10-20,110,30,300,Abigail Dickson,3,215,CRM - Build Phase,900,CRM - Build Phase
46717,2012-10-20,110,67,300,Triston Hurley,0.5,215,CRM - Build Phase,150,CRM - Build Phase
46721,2012-10-20,110,22,150,Makenna Novak,1,400,AppDev - Design,150,AppDev-Genl Reqmt & Architect
46733,2012-10-20,110,17,150,Jayvion Parrish,2.5,425,AppDev - Testing,375,AppDev-Testing
46734,2012-10-20,110,17,150,Jayvion Parrish,3,425,AppDev - Testing,450,AppDev-Testing
46740,2012-10-20,110,14,150,Izabella Sellers,1,450,BI - Envisioning,150,BI - Envisioning
46741,2012-10-20,110,14,150,Izabella Sellers,0.5,450,BI - Envisioning,75,BI - Envisioning
46755,2012-10-20,110,28,750,Trent Yates,1.5,458,BI - Quality,1125,BI - Reporting Build Phase
46761,2012-10-20,110,55,150,Lana Munoz,1,458,BI - Quality,150,BI - Reporting Build Phase
46765,2012-10-20,110,43,300,Eugene Ritter,1,458,BI - Quality,300,BI - Reporting Build Phase
46766,2012-10-20,110,43,300,Eugene Ritter,2,458,BI - Quality,600,BI - Reporting Build Phase
46775,2012-10-20,110,13,300,Hector Sanders,1,495,App Dev - Project Management,300,Investigate Datazen options
47577,2012-10-21,110,33,600,Areli Davenport,1,190,ERP - Production Support,600,ERP - Production Support
47578,2012-10-21,110,33,600,Areli Davenport,3.5,190,ERP - Production Support,2100,ERP - Production Support
47595,2012-10-21,110,30,300,Abigail Dickson,3.5,215,CRM - Build Phase,1050,CRM - Build Phase
47602,2012-10-21,110,67,300,Triston Hurley,1,215,CRM - Build Phase,300,CRM - Build Phase
47618,2012-10-21,110,2,150,Adyson Herring,2,435,AppDev - Documentation,300,AppDev-User Guide/Document
47619,2012-10-21,110,47,300,Joseph Garrison,3,450,BI - Envisioning,900,BI - Envisioning
47621,2012-10-21,110,14,150,Izabella Sellers,1,450,BI - Envisioning,150,BI - Envisioning
47622,2012-10-21,110,16,450,Jair Donovan,2,452,BI - Infrastructure,900,Working on P/L by Job report
47631,2012-10-21,110,16,450,Jair Donovan,2.5,456,BI - Testing,1125,Activating Microsoft partner account.
47638,2012-10-21,110,63,150,Nicolas Santos,2.5,457,BI - Integration,375,BI - SSIS Package Design
47652,2012-10-21,110,13,300,Hector Sanders,5.5,495,App Dev - Project Management,0,App Dev - Project Management
47692,2012-10-22,110,34,150,Ashtyn Andrade,1,410,AppDev - Technical Spec,150,Answer questions on invoice portal UAT
47694,2012-10-22,110,9,150,Donavan Fritz,3.5,415,AppDef - Application Model,525,AppDef-Object Model
47706,2012-10-22,110,47,300,Joseph Garrison,3.5,450,BI - Envisioning,1050,BI - Envisioning
47707,2012-10-22,110,47,300,Joseph Garrison,1,450,BI - Envisioning,300,BI - Envisioning
47718,2012-10-22,110,16,450,Jair Donovan,3,456,BI - Testing,1350,BI - Acceptance Testing
47724,2012-10-22,110,28,750,Trent Yates,1.5,458,BI - Quality,1125,Validate monthly and daily unbilled revenue jobs in production during close
47725,2012-10-22,110,28,750,Trent Yates,1,458,BI - Quality,750,BI - Reporting Build Phase
47732,2012-10-22,110,55,150,Lana Munoz,4,458,BI - Quality,600,BI - Reporting Build Phase
47734,2012-10-22,110,43,300,Eugene Ritter,1,458,BI - Quality,300,BI - Reporting Build Phase
47741,2012-10-22,110,13,300,Hector Sanders,1,495,App Dev - Project Management,300,App Dev - Project Management
47743,2012-10-22,110,14,150,Izabella Sellers,3.5,495,App Dev - Project Management,525,App Dev - Project Management
47760,2012-10-23,110,33,600,Areli Davenport,0,190,ERP - Production Support,0,"SSIS Package design, control flow review"
47765,2012-10-23,110,3,150,Ahmad Haas,2,190,ERP - Production Support,300,ERP - Production Support
47766,2012-10-23,110,3,150,Ahmad Haas,3.5,190,ERP - Production Support,525,SSIS dimensions package design
47767,2012-10-23,110,48,150,Jovani Lozano,1,190,ERP - Production Support,150,Changed dimensions on 3 scenarios for the general ledger module. Verified new forecast.
47768,2012-10-23,110,48,150,Jovani Lozano,2,190,ERP - Production Support,300,ERP - Production Support
47781,2012-10-23,110,30,300,Abigail Dickson,1,215,CRM - Build Phase,300,CRM - Build Phase
47803,2012-10-23,110,35,150,Azaria Andersen,2,425,AppDev - Testing,300,AppDev-Testing
47804,2012-10-23,110,12,900,Finley Salazar,0.5,430,AppDev - Quality,0,AC2012
47816,2012-10-23,110,68,750,Walter Conner,1,453,BI - Build,750,BI - Budgeting Build Phase
47819,2012-10-23,110,26,150,Nathalia Hayden,0.5,456,BI - Testing,75,BI - Acceptance Testing
47824,2012-10-23,110,16,450,Jair Donovan,1.5,456,BI - Testing,675,BI - Acceptance Testing
47828,2012-10-23,110,28,750,Trent Yates,0.5,458,BI - Quality,375,Draft UAT document
47840,2012-10-23,110,43,300,Eugene Ritter,1,458,BI - Quality,300,BI - Reporting Build Phase
47850,2012-10-23,110,14,150,Izabella Sellers,1,495,App Dev - Project Management,150,Created report analysis for January to compare P&L and GL amounts extracted directly from M2M. Send email to branch manager's with the discrepancies from the accounts.
47872,2012-10-24,110,3,150,Ahmad Haas,1,190,ERP - Production Support,150,Complete Functional Requirements
47873,2012-10-24,110,3,150,Ahmad Haas,0,190,ERP - Production Support,0,Develop and test CSS border update
47874,2012-10-24,110,48,150,Jovani Lozano,2.5,190,ERP - Production Support,375,ERP - Production Support
47886,2012-10-24,110,30,300,Abigail Dickson,1,215,CRM - Build Phase,300,CRM - Build Phase
47893,2012-10-24,110,22,150,Makenna Novak,0.5,400,AppDev - Design,75,AppDev-Genl Reqmt & Architect
47899,2012-10-24,110,9,150,Donavan Fritz,1,410,AppDev - Technical Spec,150,Develop Technical Specifications
47905,2012-10-24,110,9,150,Donavan Fritz,1,430,AppDev - Quality,0,AC2012
47908,2012-10-24,110,47,300,Joseph Garrison,3.5,450,BI - Envisioning,1050,BI - Envisioning
47912,2012-10-24,110,16,450,Jair Donovan,2,452,BI - Infrastructure,900,Account Structure cutover plan review
47939,2012-10-24,110,10,300,Eve Lopez,1.5,458,BI - Quality,450,BI - Reporting Build Phase
47940,2012-10-24,110,10,300,Eve Lopez,1,458,BI - Quality,300,BI - Reporting Build Phase
47947,2012-10-24,110,50,450,Kallie Austin,4,495,App Dev - Project Management,0,App Dev - Project Management
47969,2012-10-25,110,33,600,Areli Davenport,2,190,ERP - Production Support,1200,Review mobility techniques for appit
47972,2012-10-25,110,3,150,Ahmad Haas,1,190,ERP - Production Support,150,ERP - Production Support
47985,2012-10-25,110,30,300,Abigail Dickson,0.5,215,CRM - Build Phase,150,CRM - Build Phase
47993,2012-10-25,110,67,300,Triston Hurley,2,215,CRM - Build Phase,600,Project planning meeting
48003,2012-10-25,110,9,150,Donavan Fritz,4,415,AppDef - Application Model,600,AppDef-Object Model
48006,2012-10-25,110,13,300,Hector Sanders,5,420,AppDev - Build,0,Data Warehouse ETL SSIS Package design
48015,2012-10-25,110,47,300,Joseph Garrison,1,450,BI - Envisioning,300,BI - Envisioning
48024,2012-10-25,110,68,750,Walter Conner,2,453,BI - Build,1500,BI - Budgeting Build Phase
48027,2012-10-25,110,14,150,Izabella Sellers,1,453,BI - Build,150,BI - Budgeting Build Phase
48043,2012-10-25,110,43,300,Eugene Ritter,2,458,BI - Quality,600,BI - Reporting Build Phase
48047,2012-10-25,110,10,300,Eve Lopez,2,458,BI - Quality,600,"Crystal reports trial install for report remediation, functionality overview"
48053,2012-10-25,110,68,750,Walter Conner,6,495,App Dev - Project Management,0,AC2012
48062,2012-10-26,110,33,600,Areli Davenport,2.5,190,ERP - Production Support,1500,ERP - Production Support
48066,2012-10-26,110,3,150,Ahmad Haas,1,190,ERP - Production Support,150,Review methods to update document metadata
48088,2012-10-26,110,67,300,Triston Hurley,0.5,215,CRM - Build Phase,150,CRM - Build Phase
48105,2012-10-26,110,2,150,Adyson Herring,1,435,AppDev - Documentation,150,AppDev-User Guide/Document
48110,2012-10-26,110,26,150,Nathalia Hayden,1.5,450,BI - Envisioning,225,BI - Envisioning
48115,2012-10-26,110,14,150,Izabella Sellers,1,452,BI - Infrastructure,150,UPS meeting prep
48130,2012-10-26,110,55,150,Lana Munoz,1,458,BI - Quality,150,BI - Reporting Build Phase
48148,2012-10-27,110,33,600,Areli Davenport,2,190,ERP - Production Support,1200,ERP - Production Support
48151,2012-10-27,110,3,150,Ahmad Haas,4,190,ERP - Production Support,600,ERP - Production Support
48180,2012-10-27,110,17,150,Jayvion Parrish,3,425,AppDev - Testing,450,AppDev-Testing
48186,2012-10-27,110,9,150,Donavan Fritz,2,430,AppDev - Quality,0,AC2012
48190,2012-10-27,110,47,300,Joseph Garrison,2,450,BI - Envisioning,600,SSIS Package remediation walkthrough and review
48193,2012-10-27,110,63,150,Nicolas Santos,1,450,BI - Envisioning,150,BI - Envisioning
48194,2012-10-27,110,14,150,Izabella Sellers,3.5,452,BI - Infrastructure,525,BI - Configure Database
48195,2012-10-27,110,14,150,Izabella Sellers,2,452,BI - Infrastructure,300,BI - Configure Database
48199,2012-10-27,110,68,750,Walter Conner,1,453,BI - Build,750,BI - Budgeting Build Phase
48205,2012-10-27,110,16,450,Jair Donovan,2.5,456,BI - Testing,1125,BI - Acceptance Testing
48227,2012-10-28,110,33,600,Areli Davenport,0.5,190,ERP - Production Support,300,Meeting with Ivaypo Petrov to discuss presentation
48228,2012-10-28,110,18,300,Jazmin Marks,1,190,ERP - Production Support,300,Project Site investigations and resource hours sync
48230,2012-10-28,110,3,150,Ahmad Haas,1,190,ERP - Production Support,150,ERP - Production Support
48242,2012-10-28,110,1,600,Abbie Sanchez,2.5,190,ERP - Production Support,1500,ERP - Production Support
48243,2012-10-28,110,1,600,Abbie Sanchez,3,190,ERP - Production Support,1800,ERP - Production Support
48245,2012-10-28,110,30,300,Abigail Dickson,1,215,CRM - Build Phase,300,CRM - Build Phase
48250,2012-10-28,110,67,300,Triston Hurley,0.5,215,CRM - Build Phase,150,CRM - Build Phase
48260,2012-10-28,110,9,150,Donavan Fritz,3.5,420,AppDev - Build,525,AppDev-Build
48270,2012-10-28,110,47,300,Joseph Garrison,1,450,BI - Envisioning,300,BI - Envisioning
48272,2012-10-28,110,14,150,Izabella Sellers,3,452,BI - Infrastructure,450,Crystal report formula syntax
48283,2012-10-28,110,47,300,Joseph Garrison,2.5,457,BI - Integration,750,BI - SSIS Package Design
48298,2012-10-28,110,43,300,Eugene Ritter,0.5,458,BI - Quality,150,BI - Reporting Build Phase
48300,2012-10-28,110,28,750,Trent Yates,2,458,BI - Quality,1500,BI - Reporting Build Phase
48301,2012-10-28,110,28,750,Trent Yates,1.5,458,BI - Quality,1125,BI - Reporting Build Phase
48306,2012-10-28,110,13,300,Hector Sanders,2,495,App Dev - Project Management,600,App Dev - Project Management
48323,2012-10-29,110,22,150,Makenna Novak,7,190,ERP - Production Support,0,ERP - Production Support
48324,2012-10-29,110,33,600,Areli Davenport,0.5,190,ERP - Production Support,300,ERP - Production Support
48325,2012-10-29,110,33,600,Areli Davenport,2,190,ERP - Production Support,1200,ERP - Production Support
48328,2012-10-29,110,1,600,Abbie Sanchez,2,190,ERP - Production Support,1200,ERP - Production Support
48329,2012-10-29,110,3,150,Ahmad Haas,3,190,ERP - Production Support,450,ERP - Production Support
48330,2012-10-29,110,3,150,Ahmad Haas,0.5,190,ERP - Production Support,75,ERP - Production Support
48341,2012-10-29,110,30,300,Abigail Dickson,1,215,CRM - Build Phase,300,CRM - Build Phase
48357,2012-10-29,110,2,150,Adyson Herring,2,410,AppDev - Technical Spec,300,Develop Technical Specifications
48361,2012-10-29,110,12,900,Finley Salazar,5.5,420,AppDev - Build,0,AC2012
48373,2012-10-29,110,16,450,Jair Donovan,2,452,BI - Infrastructure,900,BI - Configure Database
48384,2012-10-29,110,47,300,Joseph Garrison,3.5,456,BI - Testing,1050,CAS-24898-G6R4: Investigate decline notifictaion
48404,2012-10-29,110,50,450,Kallie Austin,6,495,App Dev - Project Management,0,App Dev - Project Management
48418,2012-10-30,110,33,600,Areli Davenport,0.5,190,ERP - Production Support,300,Meeting  and  to identify issues of duplicated entries of employees coming from Kronos.
48441,2012-10-30,110,2,150,Adyson Herring,2,410,AppDev - Technical Spec,300,Develop Technical Specifications
48467,2012-10-30,110,14,150,Izabella Sellers,3.5,453,BI - Build,525,Changed dimensions on 3 scenarios for the general ledger module. Verified new forecast.
48470,2012-10-30,110,47,300,Joseph Garrison,2,456,BI - Testing,600,BI - Acceptance Testing
